id;pregunta;a;b;c;d;correcta;tema;doc;categoria_ope;fuente;fecha_incorporacion;aciertos;apariciones;porcentaje_aciertos
708;LA RENUNCIA A LA CONDICION DE PERSONAL ESTATUTARIO:.;Unicamente puede basarse en causas legalmente establecidas;Es un acto de caracter voluntario;Debe ser aceptada en todo caso;Inhabilita para obtener nuevamente la condicion de estatutario;B;Medicina Preventiva General;examen 1;otros;original;2025-09-18;0;0;0
709;LA DECLARACION DE DERECHOS Y DEBERES DE LAS PERSONAS EN EL SISTEMA SANITARIO DE EUSKADI ESTABLECE QUE EL DERECHO A AMAMANTAR A LOS HIJOS E HIJAS:.;Puede ejercitarse en cualquier espacio;Puede ejercitarse en cualquier espacio publico;No puede ejercitarse en publico;Unicamente puede ejercitarse en los espacios publicos correctamente senalizados;B;Medicina Preventiva General;examen 1;otros;original;2025-09-18;0;0;0
710;EL PROGRAMA DE ATENCION DENTAL INFANTIL (PADI):.;Atiende a todos los ninos y ninas menores de 18 anos;Forma parte del Programa de salud escolar;Asegura la atencion dental a todos los ninos y ninas entre 7 y 15 anos;Las tres afirmaciones anteriores son falsas;C;Medicina Preventiva General;examen 1;otros;original;2025-09-18;0;0;0
711;Los pacientes:.;Tienen derecho a la libre eleccion del medico que debe atenderles, tanto si su ejercicio profesional se desarrolla en el sistema publico como en el ambito privado. 1;Tienen derecho a la libre eleccion del medico que debe atenderles, pero solo si su ejercicio profesional se desarrolla en el sistema publico.;Tienen derecho a la libre eleccion del medico que debe atenderles, pero solo si su ejercicio profesional se desarrolla en el ambito privado. 2;No tienen derecho a la libre eleccion del medico que debe atenderles.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
712;Senale la afirmacion INCORRECTA en relacion con la historia clinica:.;Es un documento basico del sistema de informacion sanitaria.;Recoge la informacion fundamental del proceso asistencial de cada paciente.;Permite el conocimiento veraz y actualizado del estado de salud del paciente.;Debe permitir la obtencion de informacion con fines epidemiologicos y de investigacion, pero no de evaluacion de la calidad asistencial.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
713;En relacion con las funciones de la Agencia de Salud Publica de Euskadi, senale la respuesta INCORRECTA:.;Evaluar el impacto en la salud de las politicas y estrategias sectoriales y no sectoriales.;Elaborar y difundir informacion epidemiologica y sanitaria relevante para la salud publica.;Promover la investigacion en salud publica y la formacion de profesionales en este ambito.;Ejecutar directamente las actuaciones de control sanitario de los productos alimentarios.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
714;Cual de las siguientes medidas NO se considera una medida de prevencion primaria?:?;La vacunacion.;El cribado de cancer de mama.;La promocion de habitos de vida saludables.;La utilizacion de protectores solares.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
715;Senale la respuesta CORRECTA en relacion con la validez de una prueba diagnostica:.;La validez interna se refiere a la capacidad de la prueba para dar resultados consistentes en diferentes poblaciones.;La validez externa se refiere al grado en que la prueba mide lo que se supone que debe medir.;La sensibilidad es la probabilidad de que la prueba sea positiva en personas que realmente tienen la enfermedad.;La especificidad es la probabilidad de que la prueba sea negativa en personas que realmente tienen la enfermedad.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
716;Senale la respuesta CORRECTA en relacion con la prevencion cuaternaria:.;Se dirige a evitar la aparicion de la enfermedad en personas sanas.;Se centra en el diagnostico precoz y tratamiento oportuno de la enfermedad.;Tiene como objetivo reducir el impacto de la enfermedad una vez establecida.;Busca evitar las consecuencias negativas de la intervencion sanitaria innecesaria.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
717;En relacion con la prevencion del cancer de cuello uterino, cual de las siguientes estrategias se considera prevencion primaria?:.;La vacunacion contra el virus del papiloma humano (VPH).;La citologia vaginal (prueba de Papanicolaou).;La deteccion del ADN del VPH.;El tratamiento de las lesiones precancerosas.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
718;Cual de las siguientes NO es una medida de prevencion secundaria del cancer de colon?:?;La colonoscopia de cribado en personas de riesgo.;La prueba de sangre oculta en heces.;La polipectomia durante la colonoscopia.;El mantenimiento de una dieta rica en fibra.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
719;Cual de las siguientes NO es una medida de prevencion terciaria en un paciente con diabetes mellitus tipo 2?:?;El control glucemico adecuado.;La realizacion de ejercicio fisico regular.;La educacion diabetologica.;El cribado de retinopatia diabetica.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
720;Cual de las siguientes NO es una recomendacion para la prevencion del sindrome de muerte subita del lactante (SMSL)?:?;Colocar al bebe boca arriba para dormir.;Evitar el tabaquismo durante el embarazo y despues del parto.;Mantener la habitacion del bebe a una temperatura elevada.;Fomentar la lactancia materna.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
721;En relacion con la prevencion de caidas en personas mayores, senale la medida CORRECTA:.;Restringir la actividad fisica para evitar posibles caidas.;Utilizar calzado con suela deslizante para facilitar los movimientos.;Realizar revisiones periodicas de la vision y la audicion.;Evitar el uso de ayudas tecnicas para la marcha como bastones o andadores.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
722;Senale la respuesta INCORRECTA en relacion con la salud mental:.;Es un estado de bienestar en el cual el individuo es consciente de sus propias capacidades.;Puede afrontar las tensiones normales de la vida.;Puede trabajar de forma productiva y fructifera. 4;Esta exento de sufrir trastornos mentales en algun momento de su vida.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
723;Cual de las siguientes NO es una medida de prevencion del consumo de alcohol en adolescentes?:?;Aumentar el precio de las bebidas alcoholicas.;Restringir la publicidad de bebidas alcoholicas dirigida a menores.;Promover programas educativos sobre los riesgos del consumo de alcohol en las escuelas.;Facilitar el acceso a bebidas alcoholicas a menores en entornos controlados.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
724;En relacion con la prevencion del tabaquismo, senale la estrategia mas efectiva a nivel poblacional:.;Ofrecer tratamiento farmacologico gratuito a los fumadores.;Realizar campanas publicitarias informando sobre los riesgos del tabaco.;Aumentar los impuestos sobre los productos del tabaco.;Prohibir fumar en todos los espacios publicos cerrados.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
725;Cual de las siguientes NO es una enfermedad de declaracion obligatoria?:?;Sarampion.;Varicela.;Tuberculosis.;Gripe.;B;Medicina Preventiva General;examen 2;renave_declaracion;original;2025-09-18;0;0;0
726;Cual de las siguientes NO es una funcion de la Organizacion Mundial de la Salud (OMS)?:?;Dirigir y coordinar la accion sanitaria internacional.;Establecer normas y directrices sanitarias a nivel mundial.;Proporcionar ayuda financiera directa a los paises para la implementacion de programas de salud.;Vigilar las tendencias sanitarias mundiales.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
727;En relacion con la cooperacion internacional en salud publica, senale la afirmacion CORRECTA:.;Se limita a la ayuda economica entre paises desarrollados y en desarrollo.;No incluye el intercambio de informacion y conocimientos cientificos.;Es fundamental para abordar los problemas de salud que trascienden las fronteras nacionales.;No es relevante para la prevencion y el control de las pandemias.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
728;Cual de los siguientes NO es un Objetivo de Desarrollo Sostenible (ODS) relacionado con la salud?:?;Fin de la pobreza.;Salud y bienestar.;Educacion de calidad.;Agua limpia y saneamiento.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
729;Cual de los siguientes NO es un factor de riesgo para la salud relacionado con la vivienda?:?;Hacinamiento.;Ventilacion adecuada.;Humedad.;Presencia de radon.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
730;Cual de los siguientes NO es un metodo de esterilizacion?:?;Autoclave.;Radiacion ionizante.;Filtracion.;Desinfeccion con lejia.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
731;Senale la respuesta INCORRECTA en relacion con los equipos de proteccion individual (EPI):.;Deben ser adecuados para el riesgo a proteger.;Deben ser de uso individual.;No es necesario que los trabajadores reciban formacion sobre su uso correcto.;Deben mantenerse en buen estado y sustituirse cuando sea necesario.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
732;Cual de los siguientes NO es un tipo de violencia de genero?:?;Violencia fisica.;Violencia psicologica.;Violencia economica.;Violencia estetica.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
733;Senale la respuesta CORRECTA en relacion con la violencia domestica:.;Se produce unicamente entre parejas intimas.;Siempre implica agresion fisica.;Puede tener graves consecuencias para la salud fisica y mental de las victimas.;Es un problema que solo afecta a las mujeres.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
734;Cual de las siguientes NO es una estrategia para la prevencion de la violencia de genero?:?;Educacion en igualdad y respeto desde edades tempranas.;Sensibilizacion y concienciacion social sobre el problema.;Aumento de las penas para los agresores.;Minimizar la gravedad de los actos de violencia en los medios de comunicacion.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
735;Senale la respuesta INCORRECTA en relacion con la violencia contra la infancia:.;Incluye el maltrato fisico, psicologico, sexual y la negligencia.;Puede tener consecuencias a corto y largo plazo para la salud y el desarrollo de los ninos.;Es un problema que solo ocurre en familias con bajos recursos economicos.;Requiere una intervencion coordinada de diferentes sectores.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
736;Cual de los siguientes NO es un factor de riesgo de exclusion social?:?;Bajo nivel educativo.;Empleo precario o desempleo.;Buen estado de salud.;Discriminacion.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
737;Senale la respuesta CORRECTA en relacion con la intervencion comunitaria en salud publica:.;Se centra en intervenciones individuales para modificar comportamientos de riesgo.;Busca abordar los determinantes sociales de la salud a nivel colectivo.;No tiene en cuenta la participacion de la comunidad en el diseno e implementacion de las intervenciones.;Es menos efectiva que las intervenciones dirigidas a individuos.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
738;Cual de los siguientes NO es un principio de la atencion primaria de salud?:?;Accesibilidad.;Integralidad.;Equidad.;Especializacion.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
739;Cual de los siguientes NO es un indicador de salud?:?;Tasa de mortalidad infantil.;Esperanza de vida al nacer.;Prevalencia de obesidad.;Gasto sanitario per capita.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
740;Senale la respuesta CORRECTA en relacion con la evaluacion de programas de salud publica:.;Se realiza unicamente al final del programa para medir sus resultados.;Tiene como objetivo determinar si el programa se ha implementado segun lo previsto y si ha alcanzado sus objetivos.;No es necesario recoger datos durante la implementacion del programa.;Los resultados de la evaluacion no deben utilizarse para mejorar el programa.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
741;Cual de los siguientes NO es un tipo de evaluacion en salud publica?:?;Evaluacion de necesidades.;Evaluacion de proceso.;Evaluacion de impacto.;Evaluacion economica.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
742;Senale la respuesta CORRECTA en relacion con la bioetica:.;Es una disciplina que se ocupa de los aspectos eticos de la investigacion biologica y medica.;No es relevante para la practica de la salud publica.;Se centra exclusivamente en los derechos de los pacientes individuales.;No considera los aspectos sociales y poblacionales de la salud.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
743;Cual de los siguientes NO es un principio fundamental de la bioetica?:?;Autonomia.;Beneficencia.;No maleficencia.;Rentabilidad.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
744;Senale la respuesta INCORRECTA en relacion con la salud global:.;Se refiere a los problemas de salud que trascienden las fronteras nacionales.;Requiere la colaboracion entre diferentes paises y organizaciones internacionales.;Se centra exclusivamente en la prevencion y el control de enfermedades infecciosas.;Esta influenciada por factores economicos, sociales y politicos.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
745;Cual de los siguientes NO es un determinante social de la salud?:?;Nivel socioeconomico.;Educacion.;Genero.;Predisposicion genetica.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
746;Cual de los siguientes NO es un ejemplo de intervencion para reducir las desigualdades en salud?:?;Programas de apoyo economico para familias con bajos ingresos.;Acceso universal a servicios de salud de calidad.;Campanas de sensibilizacion sobre habitos saludables dirigidas a toda la poblacion por igual.;Politicas publicas que promuevan la igualdad de oportunidades en educacion y empleo.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
747;Senale la respuesta INCORRECTA en relacion con la salud digital:.;Utiliza las tecnologias de la informacion y la comunicacion para mejorar la salud y el bienestar de las personas.;Incluye la telemedicina, las aplicaciones de salud y los registros electronicos de salud.;No plantea desafios eticos y de privacidad.;Tiene el potencial de mejorar el acceso a la atencion sanitaria y la eficiencia del sistema de salud.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
748;Cual de los siguientes NO es un beneficio potencial de la telemedicina?:?;Mayor acceso a especialistas, especialmente en zonas rurales.;Reduccion de los costes de transporte para los pacientes.;Mejora de la continuidad de la atencion.;Aumento de la necesidad de hospitalizacion.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
749;Senale la respuesta CORRECTA en relacion con la inteligencia artificial (IA) en salud publica:.;Se limita al diagnostico y tratamiento de enfermedades individuales.;No tiene aplicaciones en la prevencion y el control de epidemias.;Puede utilizarse para analizar grandes conjuntos de datos y mejorar la toma de decisiones en salud publica.;Reemplazara completamente a los profesionales de la salud publica en el futuro.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
750;Cual de los siguientes NO es un desafio etico asociado al uso de la IA en salud publica?:?;Sesgos en los algoritmos que pueden perpetuar desigualdades.;Falta de transparencia en el funcionamiento de los sistemas de IA.;Proteccion de la privacidad y seguridad de los datos de salud.;Aumento de la confianza de los pacientes en los profesionales sanitarios.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
751;Senale la respuesta INCORRECTA en relacion con la salud planetaria:.;Reconoce la interdependencia entre la salud humana y la salud de los ecosistemas naturales.;Considera los impactos del cambio climatico, la perdida de biodiversidad y la contaminacion en la salud humana.;Propone soluciones que benefician tanto a la salud humana como al medio ambiente.;Se centra exclusivamente en la prevencion de enfermedades infecciosas emergentes.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
752;Cual de los siguientes NO es un impacto del cambio climatico en la salud humana?:?;Aumento de las enfermedades respiratorias debido a la contaminacion del aire.;Mayor riesgo de enfermedades transmitidas por vectores como el dengue y la malaria.;Disminucion de las olas de calor y los eventos climaticos extremos.;Inseguridad alimentaria debido a la alteracion de los patrones de cultivo.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
753;Senale la respuesta CORRECTA en relacion con la prevencion de los efectos del calor en la salud:.;Beber grandes cantidades de bebidas alcoholicas para mantenerse hidratado.;Realizar actividad fisica intensa durante las horas centrales del dia.;Permanecer en lugares frescos y a la sombra.;Vestir ropa oscura y ajustada.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
754;Cual de las siguientes NO es una estrategia para promover la sostenibilidad en el sistema de salud?:?;Reducir el consumo de energia y agua en los centros sanitarios.;Fomentar el uso de medicamentos genericos.;Aumentar la generacion de residuos sanitarios peligrosos.;Promover la movilidad sostenible para pacientes y profesionales.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
755;Senale la respuesta INCORRECTA en relacion con la preparacion y respuesta ante emergencias de salud publica:.;Requiere la elaboracion de planes de contingencia y la realizacion de simulacros.;Implica la coordinacion entre diferentes instituciones y sectores.;Se activa unicamente cuando se declara una pandemia a nivel mundial.;Debe garantizar la continuidad de los servicios de salud esenciales.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
756;Cual de los siguientes NO es un componente esencial de la preparacion ante una pandemia?:?;Deteccion precoz y aislamiento de casos.;Rastreo de contactos.;Vacunacion masiva de la poblacion desde el inicio del brote.;Comunicacion clara y transparente con la poblacion.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
757;Senale la respuesta CORRECTA en relacion con la comunicacion de riesgos en salud publica:.;Debe ser alarmista para asegurar que la poblacion tome precauciones.;Debe adaptarse a las caracteristicas y necesidades de los diferentes grupos de poblacion.;No es necesario informar sobre la incertidumbre cientifica.;Debe centrarse exclusivamente en las recomendaciones individuales.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
758;Cual de los siguientes NO es un principio de la comunicacion de riesgos eficaz?:?;Transparencia.;Credibilidad.;Claridad.;Minimizacion.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
759;Senale la respuesta INCORRECTA en relacion con la evaluacion de riesgos para la salud publica:.;Es un proceso para identificar, evaluar y caracterizar los peligros para la salud de una poblacion.;Se basa en la evidencia cientifica disponible.;Siempre requiere la realizacion de estudios epidemiologicos primarios.;Puede utilizarse para informar la toma de decisiones en salud publica.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
760;Cual de los siguientes NO es un paso en el proceso de evaluacion de riesgos?:?;Identificacion del peligro.;Evaluacion de la exposicion.;Caracterizacion del riesgo.;Eliminacion completa de todos los riesgos identificados.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
761;Senale la respuesta CORRECTA en relacion con el principio de precaucion en salud publica:.;Debe aplicarse unicamente cuando exista certeza cientifica sobre un riesgo.;Permite adoptar medidas preventivas ante la sospecha de un dano grave o irreversible, incluso en ausencia de pruebas cientificas concluyentes.;Justifica la inaccion ante posibles riesgos hasta que se demuestre cientificamente su existencia.;Es incompatible con la innovacion y el desarrollo tecnologico.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
762;Cual de los siguientes NO es un ejemplo de aplicacion del principio de precaucion en salud publica?:?;Prohibicion de sustancias quimicas sospechosas de ser cancerigenas.;Moratoria sobre la liberacion de organismos modificados geneticamente hasta que se evaluen sus riesgos.;Retraso en la adopcion de medidas para reducir las emisiones de gases de efecto invernadero hasta que se demuestre cientificamente su impacto en el cambio climatico.;Adopcion de medidas de proteccion frente a radiaciones no ionizantes ante la incertidumbre sobre sus efectos a largo plazo.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
763;Senale la respuesta CORRECTA en relacion con la medicina preventiva:.;Se centra en el tratamiento de las enfermedades una vez que aparecen.;Incluye actuaciones dirigidas tanto a individuos como a poblaciones.;No tiene en cuenta los factores sociales y ambientales que influyen en la salud.;Es una especialidad medica que se dedica exclusivamente a la vacunacion.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
764;Senale la respuesta INCORRECTA en relacion con la promocion de la salud:.;Busca capacitar a las personas para que aumenten su control sobre su propia salud.;Se dirige principalmente a modificar comportamientos individuales.;Utiliza una variedad de estrategias, incluyendo la educacion para la salud, la modificacion del entorno y la accion comunitaria.;Reconoce que la salud esta determinada por multiples factores.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
765;Cual de los siguientes NO es un ambito de actuacion de la promocion de la salud?:?;Escuelas.;Lugares de trabajo.;Comunidades.;Hospitales (solo en el ambito del tratamiento).;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
766;Senale la respuesta CORRECTA en relacion con la salud publica:.;Es la ciencia y el arte de prevenir las enfermedades, prolongar la vida y fomentar la salud y la eficiencia 6 mediante el esfuerzo organizado de la comunidad. 7;Se centra exclusivamente en el tratamiento de las enfermedades infecciosas.;No tiene en cuenta los determinantes sociales de la salud.;Es una disciplina que se limita al ambito gubernamental.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
767;Cual de los siguientes NO es una funcion esencial de la salud publica?:?;Monitorear el estado de salud para identificar problemas de salud en la comunidad.;Diagnosticar e investigar problemas de salud y peligros para la salud en la comunidad.;Desarrollar politicas y planes que apoyen los esfuerzos de salud individual y comunitario.;Proporcionar tratamiento medico especializado a individuos con enfermedades complejas.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
768;Senale la respuesta INCORRECTA en relacion con la historia natural de la enfermedad:.;Describe la evolucion de una enfermedad en un individuo a lo largo del tiempo, en ausencia de intervencion.;Incluye los periodos prepatogenico y patogenico.;El periodo patogenico se inicia con la aparicion de los primeros sintomas.;El periodo prepatogenico se caracteriza por la interaccion entre el agente, el huesped y el ambiente.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
769;Cual de los siguientes NO es un componente de la triada ecologica en la historia natural de la enfermedad?:?;Agente.;Huesped.;Ambiente.;Tratamiento.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
770;Senale la respuesta CORRECTA en relacion con el periodo de incubacion de una enfermedad infecciosa:.;Es el tiempo que transcurre desde la exposicion al agente infeccioso hasta la aparicion de los primeros sintomas.;Es el periodo durante el cual una persona infectada puede transmitir la enfermedad.;Es el tiempo que tarda el organismo en eliminar el agente infeccioso.;Es sinonimo de periodo de transmisibilidad.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
771;Cual de los siguientes NO es un tipo de agente infeccioso?:?;Bacteria.;Virus.;Hongo.;Anticuerpo.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
772;Senale la respuesta INCORRECTA en relacion con la cadena de transmision de una enfermedad infecciosa:.;Incluye el agente infeccioso, el reservorio, la puerta de salida, el modo de transmision, la puerta de entrada y el huesped susceptible.;La interrupcion de cualquier eslabon de la cadena puede prevenir la transmision de la enfermedad.;El reservorio es el lugar donde el agente infeccioso vive y se multiplica, pero no necesariamente donde espera para ser transmitido.;El modo de transmision puede ser directo o indirecto.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
773;Cual de los siguientes NO es un modo de transmision directo de enfermedades infecciosas?:?;Contacto fisico.;Inhalacion de goticulas respiratorias.;Ingestion de alimentos contaminados.;Transmision vertical (de madre a hijo).;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
774;Senale la respuesta CORRECTA en relacion con la inmunidad de grupo o inmunidad colectiva:.;Se produce cuando una proporcion suficientemente alta de individuos en una poblacion es inmune a una enfermedad infecciosa, lo que protege tambien a los individuos susceptibles.;Requiere que el 100% de la poblacion este vacunada para ser efectiva.;Solo se aplica a enfermedades prevenibles por vacunacion.;No protege a los individuos inmunocomprometidos.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
775;Cual de los siguientes NO es un factor que influye en la inmunidad de grupo?:?;La tasa de vacunacion en la poblacion.;La efectividad de la vacuna.;La tasa de natalidad.;La transmisibilidad de la enfermedad.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
776;"Senale la respuesta CORRECTA en relacion con el cribado o ""screening"" de enfermedades:.";Es una prueba diagnostica que se realiza en personas con sintomas de la enfermedad.;Su objetivo es detectar la enfermedad en una etapa temprana en personas asintomaticas.;Todas las pruebas de cribado son efectivas y deben aplicarse a toda la poblacion.;Un resultado positivo en una prueba de cribado confirma el diagnostico de la enfermedad.;B;Medicina Preventiva General;examen 2;mir_medicina_preventiva;original;2025-09-18;0;0;0
777;Cual de los siguientes NO es un criterio de Wilson y Jungner para la implementacion de un programa de cribado?:?;La enfermedad debe ser un problema de salud importante.;Debe existir un tratamiento efectivo para la enfermedad.;La prueba de cribado debe ser aceptable para la poblacion.;El coste del cribado debe ser superior al coste del tratamiento de la enfermedad en etapas avanzadas.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
778;Senale la respuesta INCORRECTA en relacion con la sensibilidad de una prueba de cribado:.;Es la probabilidad de que la prueba sea positiva en personas que realmente tienen la enfermedad.;Un resultado con alta sensibilidad ayuda a descartar la enfermedad cuando la prueba es negativa.;Se calcula como el numero de verdaderos positivos dividido por el numero total de personas con la enfermedad.;Una prueba con baja sensibilidad generara muchos falsos negativos.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
779;Senale la respuesta CORRECTA en relacion con los ensayos clinicos aleatorizados:.;Son estudios experimentales en los que los participantes se asignan aleatoriamente a diferentes grupos de intervencion.;Son estudios observacionales en los que se compara un grupo de casos con un grupo de controles.;Son estudios descriptivos que describen la frecuencia de una enfermedad en una poblacion.;Son estudios ecologicos que analizan la relacion entre la exposicion y la enfermedad a nivel de grupo.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
780;Cual de los siguientes NO es un tipo de sesgo que puede ocurrir en los ensayos clinicos aleatorizados?:?;Sesgo de seleccion.;Sesgo de realizacion.;Sesgo de deteccion.;Sesgo de publicacion.;A;Medicina Preventiva General;examen 2;mir_medicina_preventiva;original;2025-09-18;0;0;0
781;Senale la respuesta CORRECTA en relacion con un factor de confusion:.;Es una variable que esta asociada tanto con la exposicion como con la enfermedad, pero no se encuentra en la via causal entre ambas.;Su presencia no afecta a la estimacion del efecto de la exposicion sobre la enfermedad.;Solo puede ocurrir en estudios observacionales, no en ensayos clinicos aleatorizados.;No puede ser controlado en el analisis estadistico.;A;Medicina Preventiva General;examen 2;mir_medicina_preventiva;original;2025-09-18;0;0;0
782;Cual de los siguientes NO es un criterio de causalidad de Bradford Hill?:?;Fuerza de la asociacion.;Consistencia.;Plausibilidad biologica.;Significacion estadistica.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
783;Senale la respuesta CORRECTA en relacion con los sistemas de informacion en salud publica:.;Son conjuntos de componentes que recogen, procesan, almacenan y transmiten la informacion necesaria para apoyar la toma de decisiones en salud publica.;Se limitan a la recogida de datos sobre enfermedades infecciosas.;No son utiles para la planificacion y evaluacion de programas de salud publica.;Funcionan de forma aislada y no se integran con otros sistemas de informacion.;A;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
784;Cual de los siguientes NO es un tipo de dato utilizado en los sistemas de informacion en salud publica?:?;Datos demograficos.;Datos socioeconomicos.;Datos clinicos individuales.;Datos sobre el color favorito de las personas.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
785;Senale la respuesta INCORRECTA en relacion con los indicadores de salud:.;Son medidas que resumen informacion sobre aspectos relevantes de la salud de una poblacion.;Se utilizan para monitorizar tendencias, comparar poblaciones y evaluar el impacto de intervenciones.;Siempre son medidas objetivas y cuantitativas.;Deben ser relevantes, sensibles, especificos, factibles y oportunos.;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
786;Cual de los siguientes NO es un ejemplo de indicador de salud?:?;Tasa de natalidad.;Prevalencia de tabaquismo.;Gasto publico en educacion.;Anos de vida ajustados por discapacidad (AVAD).;C;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
787;Senale la respuesta INCORRECTA en relacion con la evaluacion de programas de salud publica:.;Es un proceso sistematico para determinar la pertinencia, eficacia, eficiencia e impacto de un programa.;Se realiza unicamente al final del programa.;Puede utilizar diferentes metodos de recogida de datos, tanto cuantitativos como cualitativos.;Sus resultados deben utilizarse para la mejora continua de los programas.;B;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
788;Cual de los siguientes NO es un tipo de evaluacion de programas de salud publica?:?;Evaluacion de necesidades.;Evaluacion de proceso.;Evaluacion de resultados o impacto.;Evaluacion de costes de marketing.;D;Medicina Preventiva General;examen 2;otros;original;2025-09-18;0;0;0
